,Customer ID,frequency,recency,T,monetary_value,probability_alive,pred_num_txn,exp_avg_sales,predicted_clv,manual_predicted_clv,actual_amount_spent_in_next_30_days,difference
28,AB-1001518,1.0,641.0,1143.0,579.52,0.7612720984605732,0.02,725.6466423546915,14.123233330632335,14.51293284709383,0.0,14.51293284709383
29,AB-1001545,2.0,183.0,474.0,1288.8284999999998,0.9857287148662602,0.07,1431.4112960658777,105.99653039157766,100.19879072461144,0.0,100.19879072461144
30,AB-1001548,1.0,729.0,993.0,125.38799999999999,0.8023474346022498,0.02,160.09912705013502,3.620709257239109,3.2019825410027005,0.0,3.2019825410027005
31,AB-1001558,2.0,972.0,1054.0,368.62500000000006,0.9931932844507287,0.05,410.6615503104805,18.983281749118966,20.533077515524027,0.0,20.533077515524027
32,AB-1001564,2.0,1129.0,1350.0,860.55,0.9918851748975733,0.04,956.336847873165,36.97132213770188,38.2534739149266,0.0,38.2534739149266
33,AB-100157,1.0,126.0,523.0,1058.2920000000001,0.7248596021929108,0.03,1321.87926854574,39.78298846358594,39.6563780563722,0.0,39.6563780563722
34,AB-1001582,1.0,728.0,1123.0,113.596,0.7827334536582701,0.02,145.414109697314,2.946496999127912,2.9082821939462797,0.0,2.9082821939462797
35,AB-10060139,1.0,23.0,711.0,799.83,0.6141166480859994,0.02,1000.006901259034,21.44111181363108,20.00013802518068,0.0,20.00013802518068
36,AB-100601404,2.0,780.0,803.0,1337.6889999999999,0.9937664797049264,0.06,1485.6105497662618,82.25613665629524,89.13663298597571,0.0,89.13663298597571
37,AB-100601406,2.0,383.0,457.0,2229.7110000000002,0.9927281881936582,0.08,2475.0995374828067,187.96649154486792,198.00796299862455,0.0,198.00796299862455
38,AB-1006027,1.0,442.0,888.0,193.10999999999999,0.7548375848364044,0.02,244.4358591708734,5.602620529206764,4.8887171834174685,0.0,4.8887171834174685
39,AB-1006028,1.0,356.0,583.0,217.28000000000003,0.792531964764863,0.03,274.53566152990373,8.519288055497945,8.236069845897111,0.0,8.236069845897111
40,AB-1006039,1.0,962.0,1321.0,272.42,0.7968494334885073,0.02,343.20355983676876,6.2972685290645165,6.864071196735376,0.0,6.864071196735376
41,AB-1006059,1.0,1095.0,1278.0,27.475200000000005,0.8210948698211262,0.02,38.16466579985544,0.7393149282562076,0.7632933159971088,0.0,0.7632933159971088
42,AB-1006061,2.0,403.0,1046.0,16.394999999999996,0.9780576743618742,0.05,19.945058852424037,0.912721326605472,0.9972529426212019,0.0,0.9972529426212019
43,AB-100607,1.0,1297.0,1347.0,11.88,0.8373432555070384,0.02,18.7433816563077,0.35622009498759405,0.374867633126154,0.0,0.374867633126154
44,AB-101051402,4.0,958.0,1076.0,2768.4835000000003,0.9971102510170933,0.08,2912.7316645836063,244.81704876855198,233.0185331666885,0.0,233.0185331666885
45,AB-101051404,2.0,359.0,430.0,468.506,0.9927457579718622,0.08,521.4560706049531,40.78896277091061,41.71648564839625,0.0,41.71648564839625
46,AB-1010555,1.0,749.0,755.0,13.644,0.8416452938713332,0.03,20.940156640226995,0.5932316515870495,0.6282046992068099,0.0,0.6282046992068099
47,AB-1010564,1.0,281.0,458.0,429.54,0.7995611897450163,0.04,538.8709552298525,19.141274572163663,21.5548382091941,0.0,21.5548382091941
48,AB-101057,5.0,814.0,999.0,547.8570000000001,0.9968331883488686,0.11,570.9886587166961,61.99752311939569,62.80875245883657,0.0,62.80875245883657
49,AB-1010582,3.0,755.0,1144.0,132.42000000000002,0.9922919217103264,0.06,142.85819410951854,8.838018179375585,8.571491646571111,0.0,8.571491646571111
50,AB-10150120,1.0,165.0,915.0,2219.184,0.6444458106309913,0.02,2767.5813686772813,53.10230539571795,55.351627373545625,0.0,55.351627373545625
51,AB-10150139,1.0,322.0,801.0,327.0,0.7351012203433077,0.02,411.1740692598499,9.805878513246086,8.223481385196997,0.0,8.223481385196997
52,AB-101501402,2.0,801.0,811.0,77.12400000000001,0.9939184003601909,0.06,87.30962691805249,4.804766683778173,5.238577615083149,0.0,5.238577615083149
53,AB-101501406,1.0,1280.0,1366.0,91.96,0.8335117784444701,0.02,118.46999203740587,2.2180472981191133,2.3693998407481174,0.0,2.3693998407481174
54,AB-1015039,1.0,108.0,524.0,62.08,0.7160059704580986,0.03,81.25931373836475,2.413262928908942,2.4377794121509426,0.0,2.4377794121509426
55,AB-1015045,1.0,1333.0,1405.0,688.341,0.8352037425459614,0.02,861.165491858706,15.819915709185885,17.22330983717412,0.0,17.22330983717412
56,AB-101507,1.0,154.0,233.0,90.072,0.8193387205504452,0.05,116.11879522922015,5.578304426508167,5.805939761461008,0.0,5.805939761461008
57,AB-1015082,1.0,117.0,475.0,123.3,0.7342635167794714,0.03,157.49886278345505,5.045277129202142,4.724965883503652,0.0,4.724965883503652
58,AB-1015093,1.0,891.0,1237.0,23.44,0.7962164493333703,0.02,33.13948075727542,0.6374641698426368,0.6627896151455085,0.0,0.6627896151455085
59,AB-10165139,1.0,85.0,535.0,1150.8,0.7012167677616933,0.03,1437.0829307976705,41.34016459684233,43.11248792393012,0.0,43.11248792393012
60,AB-101651404,3.0,733.0,977.0,184.94333333333336,0.9943273043893062,0.07,199.0730581421472,13.764821133950091,13.935114069950306,39.792,-25.856885930049696
61,AB-1016531,2.0,754.0,783.0,143.51999999999998,0.9936893248078381,0.06,160.96040103396854,9.053635053837583,9.657624062038112,0.0,9.657624062038112
62,AB-1016545,2.0,627.0,1381.0,190.125,0.9794819278393215,0.04,212.6577070113206,7.9824724449254845,8.506308280452824,2284.7280000000005,-2276.221691719548
63,AB-1016548,3.0,515.0,1031.0,790.355,0.9874446266925615,0.07,847.0352563797644,56.070774213933966,59.292467946583514,0.0,59.292467946583514
64,AB-1016558,1.0,416.0,774.0,277.38,0.769620670027662,0.03,349.3804328074262,8.912706366164599,10.481412984222786,0.0,10.481412984222786
65,AB-101657,1.0,298.0,701.0,401.61600000000004,0.7487055599957775,0.03,504.0961566748852,13.289509993621998,15.122884700246555,0.0,15.122884700246555
66,AB-102551404,3.0,1092.0,1227.0,241.77133333333336,0.9959750070467585,0.06,259.89513645488864,15.349194167325175,15.593708187293318,0.0,15.593708187293318
67,AB-102551406,2.0,756.0,936.0,41.821,0.9917392459747947,0.05,48.14923655396151,2.408944574219553,2.4074618276980755,0.0,2.4074618276980755
68,AB-1025518,1.0,495.0,1196.0,17.279999999999998,0.7148735582965339,0.02,25.46820303565248,0.45067261643599854,0.5093640607130496,0.0,0.5093640607130496
69,AB-1025527,1.0,819.0,1075.0,103.19999999999999,0.8062464069124017,0.02,132.46758320478278,2.8506577844793055,2.6493516640956556,0.0,2.6493516640956556
70,AB-1025531,1.0,231.0,340.0,1789.62,0.814075703538686,0.04,2232.629299974158,92.4990693901699,89.30517199896633,0.0,89.30517199896633
71,AB-1025545,2.0,888.0,1113.0,38.073,0.9914137129353192,0.04,43.99171047729344,1.95429073113102,1.7596684190917375,0.0,1.7596684190917375
72,AB-102557,2.0,413.0,572.0,459.0045,0.991161279794547,0.07,510.9163870357265,34.466095846219744,35.764147092500856,0.0,35.764147092500856
73,AB-1025582,1.0,231.0,1410.0,40.640000000000015,0.5763159475812709,0.01,54.559282187781044,0.6897603079117941,0.5455928218778104,0.0,0.5455928218778104
74,AB-105137,1.0,333.0,805.0,462.96,0.737970244031405,0.02,580.4901275442419,13.854260670566836,11.609802550884838,0.0,11.609802550884838
75,AB-106001404,1.0,997.0,1016.0,1475.054,0.8401668910752347,0.02,1840.8885292306454,42.92038367004519,36.81777058461291,0.0,36.81777058461291
76,AB-1060048,1.0,417.0,811.0,46.16999999999999,0.762610000820669,0.02,61.445997415147055,1.5083696587978113,1.2289199483029412,0.0,1.2289199483029412
77,AB-106007,2.0,404.0,613.0,161.45999999999998,0.9900788211373077,0.07,180.86061923445553,11.726264377455651,12.660243346411889,0.0,12.660243346411889
78,AB-15060,1.0,83.0,450.0,2994.12,0.7252734090176599,0.03,3732.638068755786,121.31365412774609,111.97914206267359,0.0,111.97914206267359
79,AB-15137,1.0,820.0,1292.0,2342.55,0.7763267711157592,0.02,2921.2136491002902,53.07857900839648,58.4242729820058,0.0,58.4242729820058
80,AB-165103,1.0,422.0,1168.0,568.59,0.6970950248285147,0.02,712.0351057479807,12.49641388360786,14.240702114959614,0.0,14.240702114959614
81,AB-25586,1.0,151.0,372.0,161.91000000000003,0.7781170671399571,0.04,205.58133564577028,7.831949199393681,8.223253425830812,0.0,8.223253425830812
82,AC-10420120,1.0,720.0,1202.0,126.36,0.7694408544082892,0.02,161.3095948984171,3.0613174794851856,3.226191897968342,0.0,3.226191897968342
83,AC-1042018,2.0,697.0,1202.0,87.38999999999999,0.9860240606696609,0.04,98.69734375451843,4.1286597975209745,3.947893750180737,0.0,3.947893750180737
84,AC-1042027,1.0,87.0,275.0,2621.82,0.781371116637165,0.04,3268.9989947687377,141.3280892989205,130.75995979074952,0.0,130.75995979074952
85,AC-1042048,2.0,401.0,872.0,66.54,0.9834198938136677,0.05,75.5691637389023,3.927789212517811,3.7784581869451155,0.0,3.7784581869451155
86,AC-1042082,1.0,956.0,967.0,74.22,0.8411311704755889,0.02,96.3777084689658,2.3263059100367687,1.9275541693793161,3590.7239999999997,-3588.7964458306205
87,AC-104501404,1.0,756.0,1126.0,1219.96,0.7877025560236639,0.02,1523.2104579449826,31.00208680483424,30.464209158899653,0.0,30.464209158899653
88,AC-104501408,1.0,465.0,898.0,24.066,0.7593231271344947,0.02,33.91906190236242,0.7763513854011183,0.6783812380472485,1665.62,-1664.9416187619527
89,AC-1045036,1.0,425.0,590.0,64.64000000000001,0.8088312971186282,0.03,84.4473772070912,2.656782643954643,2.5334213162127357,0.0,2.5334213162127357
90,AC-1045058,1.0,497.0,524.0,2670.27,0.8374132169742935,0.04,3329.33558658897,115.64110466309181,133.1734234635588,0.0,133.1734234635588
91,AC-106151406,1.0,718.0,806.0,2255.868,0.8289383724322774,0.03,2813.2653219142967,75.36024051206549,84.3979596574289,37.93,46.4679596574289
92,AC-1061558,3.0,300.0,571.0,356.95,0.9915959549517965,0.1,383.1689782926647,36.72055736275854,38.31689782926647,75.24,-36.92310217073352
93,AC-1061564,1.0,479.0,488.0,1890.378,0.8408055715338477,0.04,2358.106994888977,85.3266765678443,94.3242797955591,0.0,94.3242797955591
94,AC-106157,1.0,914.0,1251.0,623.3760000000001,0.7981447612187618,0.02,780.262154653311,14.922962910612764,15.60524309306622,0.0,15.60524309306622
95,AC-1061582,2.0,324.0,775.0,43.548,0.982723816008323,0.06,50.064937603696244,2.8028442462713494,3.0038962562217746,0.0,3.0038962562217746
96,AC-106601402,1.0,182.0,433.0,143.728,0.7729851221560649,0.04,182.93861299405788,6.4559958855805775,7.317544519762315,0.0,7.317544519762315
97,AC-106601404,1.0,102.0,622.0,201.584,0.6856168985659664,0.03,254.98884738727486,6.600930254902571,7.649665421618246,0.0,7.649665421618246
98,AC-1066045,1.0,1153.0,1273.0,888.1110000000001,0.8289622439053509,0.02,1109.946522775689,21.769832342089977,22.19893045551378,0.0,22.19893045551378
99,AC-1066082,1.0,300.0,573.0,17.36,0.778344745404409,0.03,25.56783001905018,0.786674865657085,0.7670349005715054,0.0,0.7670349005715054
100,AC-420134,1.0,106.0,461.0,11.712000000000002,0.7331822186591584,0.03,18.53416499117253,0.6017533703252183,0.5560249497351759,0.0,0.5560249497351759
101,AC-4203,1.0,1150.0,1423.0,335.85,0.8116987900430255,0.02,422.19530429822055,7.465955836684399,8.44390608596441,0.0,8.44390608596441
102,AC-450117,1.0,64.0,369.0,330.27,0.7408124256476336,0.04,415.2463222062309,15.114866018746579,16.609852888249236,0.0,16.609852888249236
103,AC-45023,1.0,84.0,972.0,117.96000000000001,0.5864510420907876,0.02,150.84876164165854,2.529834783209529,3.016975232833171,0.0,3.016975232833171
104,AD-10180139,1.0,231.0,576.0,575.64,0.7543107710189703,0.03,720.814733659903,21.431704922103847,21.62444200979709,0.0,21.62444200979709
105,AD-101801404,1.0,98.0,311.0,163.96,0.7747462359996197,0.04,208.13427709533633,8.511007040233194,8.325371083813453,0.0,8.325371083813453
106,AD-101801406,3.0,1091.0,1107.0,76.83733333333333,0.9968509542733888,0.06,83.36897568143726,5.302900073100956,5.002138540886236,916.5900000000001,-911.5878614591139
107,AD-1018027,2.0,309.0,502.0,325.38,0.9899150883706253,0.07,362.69137550111253,26.194976163234465,25.388396285077878,0.0,25.388396285077878
108,AD-1018045,1.0,268.0,992.0,89.55,0.674419406514707,0.02,115.46872916255015,2.1965115660342964,2.309374583251003,0.0,2.309374583251003
109,AD-101805,1.0,81.0,1031.0,88.644,0.5710403807772152,0.02,114.3404535755712,1.7938130183951753,2.286809071511424,0.0,2.286809071511424
110,AD-1018082,1.0,207.0,594.0,49.12,0.7407158599881608,0.03,65.11974242793727,1.8691381617997074,1.9535922728381179,0.0,1.9535922728381179
111,AF-108701402,2.0,562.0,572.0,158.136,0.9938922809998391,0.07,177.17342161469975,11.984938819337705,12.402139513028983,0.0,12.402139513028983
112,AF-108701404,1.0,139.0,724.0,90.05799999999999,0.677590446238767,0.02,116.10136050712555,2.7167271703615463,2.3220272101425112,0.0,2.3220272101425112
113,AF-1087026,1.0,384.0,802.0,138.64,0.75476655303886,0.02,176.6023368499641,4.320970905400185,3.5320467369992823,0.0,3.5320467369992823
114,AF-1087058,1.0,21.0,248.0,772.2,0.7594894816408295,0.04,965.5982318680532,42.10106945410225,38.62392927472213,0.0,38.62392927472213
115,AF-108707,2.0,305.0,1185.0,358.074,0.9645426798428078,0.04,398.95769288387294,16.493059032108405,15.958307715354918,772.605,-756.6466922846452
116,AF-1087092,1.0,1256.0,1280.0,16.164,0.8399912970056495,0.02,24.07840661725456,0.4766293225799508,0.4815681323450912,0.0,0.4815681323450912
117,AF-10885139,2.0,577.0,1273.0,363.1875,0.9801188344893177,0.04,404.6299206301489,16.13977921326661,16.185196825205956,0.0,16.185196825205956
118,AF-108851406,2.0,916.0,1300.0,58.81,0.9893451856069975,0.04,66.99454352208154,2.656283114472427,2.6797817408832616,0.0,2.6797817408832616
119,AF-1088527,1.0,206.0,564.0,161.31,0.7478821378641397,0.03,204.83413327028748,6.108385828525519,6.145023998108624,0.0,6.145023998108624
120,AF-1088536,1.0,700.0,788.0,51.952,0.8287295598690806,0.03,68.64653764021587,1.8646952790406275,2.059396129206476,0.0,2.059396129206476
121,AF-1088545,2.0,953.0,1188.0,897.8940000000001,0.9914231025668312,0.04,997.7612485687608,42.320649303468436,39.91044994275043,0.0,39.91044994275043
122,AF-1088558,1.0,595.0,711.0,2846.43,0.8225611420363153,0.03,3548.7142040307062,101.91371851832633,106.46142612092119,0.0,106.46142612092119
123,AF-1088559,1.0,805.0,850.0,555.0336,0.8360571083114761,0.03,695.1528152763233,18.15554240235505,20.854584458289697,0.0,20.854584458289697
124,AF-1088564,3.0,753.0,1209.0,364.392,0.9911499477694369,0.06,391.13402909162687,23.234516199562773,23.46804174549761,0.0,23.46804174549761
125,AF-108857,1.0,314.0,968.0,972.729,0.6974449259766543,0.02,1215.3244737900216,24.306737661185025,24.306489475800433,0.0,24.306489475800433
126,AF-1088582,2.0,435.0,457.0,2055.1226399999996,0.9936803422650057,0.08,2281.4347404223167,173.4251829651462,182.51477923378533,0.0,182.51477923378533
127,AG-102701406,2.0,979.0,1226.0,26.344,0.9913301030126882,0.04,30.981138611434357,1.284529991680088,1.2392455444573742,0.0,1.2392455444573742
128,AG-1027027,3.0,1130.0,1164.0,1006.07,0.9967336484655864,0.06,1077.911490335438,66.16460665741079,64.67468942012627,0.0,64.67468942012627
129,AG-1027082,1.0,46.0,55.0,316.16639999999995,0.8393420657872974,0.07,397.68258316813325,26.19879949345071,27.83778082176933,0.0,27.83778082176933
130,AG-103001404,2.0,1227.0,1314.0,18.52,0.9932784727301172,0.04,22.302247463128325,0.8808180784678387,0.892089898525133,0.0,0.892089898525133
131,AG-1030045,2.0,453.0,494.0,922.353,0.9933819946908773,0.07,1024.8927667942742,74.8970538281943,71.74249367559919,0.0,71.74249367559919
132,AG-1030082,1.0,200.0,1088.0,169.28000000000003,0.6238104084523834,0.02,214.75947149128345,3.5459702277524143,4.295189429825669,383.28000000000003,-378.9848105701744
133,AG-10330139,1.0,812.0,1229.0,686.1600000000001,0.7835215113870809,0.02,858.4494112238264,16.326157283402026,17.16898822447653,0.0,17.16898822447653
134,AG-1033018,1.0,44.0,517.0,508.168,0.6838840893420954,0.03,636.7893358622824,18.19116349718503,19.10368007586847,0.0,19.10368007586847
135,AG-1033031,1.0,127.0,376.0,8.76,0.7673561093204795,0.04,14.85792930379738,0.5555711535348409,0.5943171721518953,0.0,0.5943171721518953
136,AG-1033045,2.0,985.0,1103.0,133.03349999999998,0.9928172902433336,0.05,149.3280912146036,6.685370421640359,7.46640456073018,0.0,7.46640456073018
137,AG-1033048,1.0,154.0,279.0,1105.6755,0.8059477489399713,0.04,1380.8877081435514,61.24884988171867,55.23550832574206,0.0,55.23550832574206
138,AG-103901406,1.0,810.0,1184.0,32.751000000000005,0.789416699429375,0.02,44.73481628747529,0.880489005463424,0.8946963257495059,0.0,0.8946963257495059
139,AG-103901408,1.0,958.0,1321.0,4.704,0.7962199770366905,0.02,9.806841245533967,0.17979862889212342,0.19613682491067935,0.0,0.19613682491067935
140,AG-1039018,2.0,349.0,702.0,434.70528,0.9860649862725686,0.06,483.9621072084334,28.87888654662444,29.037726432506002,0.0,29.037726432506002
141,AG-1039045,2.0,271.0,653.0,1222.3110000000001,0.9840519376709833,0.06,1357.625746224691,84.37243155143918,81.45754477348146,0.0,81.45754477348146
142,AG-103907,1.0,160.0,369.0,170.019,0.7823908195201864,0.04,215.67977575041965,8.291315061692115,8.627191030016787,0.0,8.627191030016787
143,AG-104951402,1.0,18.0,767.0,542.178,0.5953629359133139,0.02,679.1432571792299,13.478046840621657,13.582865143584598,0.0,13.582865143584598
144,AG-104951404,2.0,363.0,768.0,96.80000000000001,0.9847672199307672,0.06,109.13552955533132,6.15717029831373,6.548131773319879,0.0,6.548131773319879
145,AG-104951408,1.0,156.0,1061.0,937.6080000000001,0.6072439663221714,0.02,1171.5869827411386,19.162719783953644,23.431739654822774,0.0,23.431739654822774
146,AG-1049545,4.0,1227.0,1336.0,840.7406249999999,0.9973190558464012,0.07,885.1268741630053,63.70163183841775,61.95888119141038,0.0,61.95888119141038
147,AG-1049548,1.0,648.0,1118.0,912.0,0.7667547278551099,0.02,1139.6963853555346,22.693210711335574,22.793927707110694,0.0,22.793927707110694
148,AG-1049564,3.0,1209.0,1306.0,448.58599999999996,0.9963222073279913,0.06,481.2454893130485,27.167546809134006,28.874729358782908,0.0,28.874729358782908
149,AG-105251408,1.0,394.0,1209.0,46.62,0.6802450014142766,0.02,62.00639919675913,1.0360030603694166,1.2401279839351826,0.0,1.2401279839351826
150,AG-1052548,1.0,334.0,982.0,1347.57,0.7019657765784602,0.02,1682.1279498372396,33.53463036919487,33.642558996744796,0.0,33.642558996744796
151,AG-1052564,3.0,917.0,1069.0,306.18399999999997,0.9956781419526192,0.07,328.8349593649419,21.40746052273705,23.018447155545935,0.0,23.018447155545935
152,AG-10675139,1.0,673.0,1361.0,984.0960000000001,0.7355696553711366,0.02,1229.4802227935425,20.369482337093373,24.589604455870848,0.0,24.589604455870848
153,AG-106751402,2.0,854.0,937.0,1317.2087999999999,0.993104013276367,0.05,1462.8925760321697,73.23832781830328,73.14462880160849,0.0,73.14462880160849
154,AG-106751408,3.0,619.0,685.0,63.112,0.9962889371004426,0.09,68.67897605328776,5.960517390829421,6.181107844795898,0.0,6.181107844795898
155,AG-1067518,1.0,220.0,589.0,490.55999999999995,0.7469921026696619,0.03,614.8614368164484,17.881948837647705,18.445843104493452,0.0,18.445843104493452
156,AG-1067545,1.0,333.0,408.0,539.571,0.8254014948068981,0.04,675.8966628577573,26.19492750383847,27.035866514310293,0.0,27.035866514310293
157,AG-106757,1.0,162.0,900.0,1989.171,0.6464017395828783,0.02,2481.13760202409,48.273307079524066,49.6227520404818,0.0,49.6227520404818
158,AG-107651402,1.0,705.0,751.0,40.852,0.835348782724783,0.03,54.823293693784926,1.5465642752721316,1.6446988108135476,0.0,1.6446988108135476
159,AG-1076518,2.0,283.0,618.0,61.07599999999999,0.9857452567534871,0.06,69.50813853001372,4.466289081131015,4.170488311800823,0.0,4.170488311800823
160,AG-1076539,2.0,330.0,535.0,492.96000000000004,0.9897519511356481,0.07,548.5820425043238,38.3141398687761,38.40074297530267,0.0,38.40074297530267
161,AG-1076559,1.0,187.0,723.0,62.064600000000006,0.7003964120844302,0.02,81.2401355440607,1.9666165637462942,1.6248027108812142,0.0,1.6248027108812142
162,AG-1076564,1.0,148.0,320.0,790.4399999999999,0.7919137454478802,0.04,988.3131840827288,40.839283905349824,39.53252736330915,0.0,39.53252736330915
163,AG-10900120,1.0,217.0,1255.0,43.199999999999996,0.5984823341555966,0.01,57.747345656507434,0.8262440409252401,0.5774734565650743,0.0,0.5774734565650743
164,AG-109001402,2.0,721.0,808.0,597.135,0.9929435648367034,0.06,664.139747690262,36.59833389577568,39.84838486141572,0.0,39.84838486141572
165,AG-109001404,2.0,523.0,1226.0,430.9015,0.9788913166540237,0.04,479.7427063173159,19.64135460705571,19.189708252692636,0.0,19.189708252692636
166,AG-109001406,1.0,150.0,711.0,253.03000000000003,0.6862761063992074,0.02,319.05646973575114,7.644689802659777,6.381129394715023,0.0,6.381129394715023
167,AG-109001408,1.0,147.0,212.0,177.54999999999998,0.823219220074495,0.05,225.05841090002068,11.197121818999278,11.252920545001034,0.0,11.252920545001034
168,AG-1090045,2.0,623.0,1013.0,1002.2917500000002,0.9877073540793219,0.05,1113.5660425843623,52.60623290048452,55.67830212921812,0.0,55.67830212921812
169,AG-1090048,1.0,265.0,606.0,14.01,0.7591861583350578,0.03,21.395950089271473,0.6224279274409086,0.6418785026781442,0.0,0.6418785026781442
170,AG-1090058,2.0,994.0,1160.0,2009.85,0.9922983160105978,0.04,2231.2153750648986,96.34847299691931,89.24861500259594,0.0,89.24861500259594
171,AG-109007,1.0,223.0,1160.0,29.267999999999997,0.6200766684152124,0.02,40.3973064977979,0.6337461138453201,0.807946129955958,0.0,0.807946129955958
172,AG-27022,1.0,959.0,1153.0,10.89,0.8176605297092825,0.02,17.510497736761156,0.36379557909212906,0.35020995473522315,0.0,0.35020995473522315
173,AG-300134,1.0,618.0,685.0,240.58800000000002,0.8312299037702747,0.03,303.56198314282375,9.007926742352398,9.106859494284713,0.0,9.106859494284713
174,AG-33095,2.0,506.0,1082.0,11.605500000000001,0.9821442189826102,0.05,14.632233040203731,0.6568034777699889,0.7316116520101866,0.0,0.7316116520101866
175,AG-495134,2.0,1298.0,1377.0,148.88400000000001,0.9933779029734758,0.04,166.91049972000047,6.367915159210624,6.676419988800019,0.0,6.676419988800019
176,AG-49523,1.0,248.0,265.0,9.27,0.8381944698793338,0.05,15.49305132295772,0.7282864473745092,0.774652566147886,0.0,0.774652566147886
177,AG-67595,1.0,1151.0,1293.0,15.228,0.8264588962349774,0.02,22.912770911501465,0.44295943109086117,0.4582554182300293,0.0,0.4582554182300293
178,AG-765134,2.0,751.0,880.0,55.536,0.9924246485217435,0.05,63.3628091637541,3.3038197089775476,3.1681404581877053,0.0,3.1681404581877053
